CDRCode,statute,CDRDescription,classification,class,CDRStatus,RangeOfPunishment,max_time_days,min_time_days,conjunct,max_fine,min_fine,mandatory_incarceration,mandatory_fine,drug_type,drug_crime_category,other_punish,statutory_requires_gps,statutory_most_serious,statutory_nonviolent,statutory_serious,statutory_violent,statutory_unlisted
557,39-23-0080(B)(3),"DRUGS / ADULTERATED, MISBRANDED, OR NEW DRUGS, WITH INTENT TO DEFRAUD OR MISLEAD",F,F,Active,"NMT 5 YEARS &/OR NMT $10,000",1825,0,AND/OR,10000,0,FALSE,FALSE,OTHER,DRUG-OTHER,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
558,39-25-0030,ADULTERATED / ADULTERATED OR MISBRANDED FOOD OR COSMETICS - 1ST OFFENSE,M,U,Active,"NMT 6 MONTHS &/OR NMT $1,000",180,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
561,44-53-0390,"DRUGS / VIOL. DRUG DISTRIBUTION LAW, NONCONTROLLED, IMITATION CONTROLLED SUBSTANCE, PROHIBITED ACTS C",F,F,Active,"NMT 5 YEARS &/OR NMT $10,000",1825,0,AND/OR,10000,0,FALSE,FALSE,OTHER,DRUGS-MDP,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
562,44-53-0395,"DRUGS / UNLAWFUL PRESCRIPTION DRUGS, BLANK PRESCRIPTION -  1ST OFFENSE",M,B,Active,"NMT 2 YEARS &/OR NMT $2,000",730,0,AND/OR,2000,0,FALSE,FALSE,PRESCRIPTION,DRUG-OTHER,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
567,46-41-0030(2),"AGRICULTURE / BUSINESS AS DEALER WITHOUT LICENSE, AGRICULTURE PRODUCTS - 2ND OR SUB. OFFENSE",F,F,Active,"NMT 5 YEARS & NMT $5,000",1825,0,AND,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
568,47-03-0710(A)(2)(a),ANIMALS / OWNER OF DANGEROUS ANIMAL WHICH ATTACKS AND INJURES A HUMAN - 2ND OR SUB. OFFENSE,F,F,Active,"NMT 5 YEARS &/OR NMT $10,000",1825,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
570,55-01-0030(1),"AIRPORT / UNLAWFUL REMOVING OR DAMAGING OF AIRPORT FACILITY OR EQUIPMENT, NO INJURY OR DEATH",F,F,Active,"NMT 5 YEARS &/OR NLT $10,000",1825,0,AND/OR,30000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
571,56-05-1030(A),"RAILROAD / INTERFERENCE WITH TRAFFIC-CONTROL DEVICES OR RR SIGNS OR SIGNALS, NO INJURY",F,F,Active,NMT 5 YEARS &/OR NLT $1000,1825,0,AND/OR,3000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
572,56-29-0030(B),"RSG / CHOP SHOP, BUY, DISP. SELL, ETC. VEHICLE OR PART WITH TAMPERED ID. NUMBER",F,F,Active,"NMT 5 YEARS &/OR $5,000 - $10,000",1825,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
573,56-29-0030(C)(1),"RSG / CHOP SHOP, ALTER, DEFACE, DESTROY, DISGUISE, ETC. A VEHICLE ID. NUMBER",F,F,Active,NMT 5 YEARS &/OR $5000-$10000,1825,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
574,56-29-0030(D),"RSG / CHOP SHOP, ATTEMPTED VIOLATION CHOP SHOP, STOLEN, AND ALTERED PROPERTY ACT",F,F,Active,NMT 5 YEARS &/OR $5000-$10000,1825,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
575,56-29-0030(E),"RSG / CHOP SHOP, CONSPIRACY TO VIOLATE CHOP SHOP, STOLEN, AND ALTERED PROPERTY ACT",F,F,Active,"NMT 5 YEARS OR NMT $5,000",1825,0,OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
577,58-13-0710,RAILROAD / VIOLATION OF PROVISIONS CONCERNING TRANSPORT OF EXPLOSIVE COMPOUNDS,F,F,Active,"NMT 5 YEARS OR $50 - $5,000",1825,0,OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
578,58-15-0820,RAILROAD / WILLFUL OBSTRUCTION OF RAILROAD OR ELECTRIC RAILWAY,F,F,Active,NMT 5 YEARS &/OR NMT $500,1825,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
579,58-17-4100,RAILROAD / SHOOTING OR THROWING MISSILE AT TRAINS,F,F,Active,NMT 30 DAYS OR NMT $50,30,0,OR,50,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
580,59-102-0020,AGENT / FAILURE OF ATHLETE AGENT TO REGISTER,F,F,Active,SEE STATUTE,,,,,,FALSE,FALSE,,,SEE STATUTE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
581,59-102-0030(B),AGENT / FAILURE OF ATHLETE AGENT TO NOTIFY UNIVERSITY OF CONTRACT,F,F,Active,SEE STATUTE,,,,,,FALSE,FALSE,,,SEE STATUTE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
582,59-102-0030(H),AGENT / POSTDATING OF AGENT'S CONTRACT BY AGENT PROHIBITED,F,F,Active,SEE STATUTE,,,,,,FALSE,FALSE,,,SEE STATUTE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
583,04-11-0130,APPROPRIATIONS / DISBURSING OFFICERS MAY NOT EXCEED OR TRANSFER APPROPRIATIONS,M,A,Active,NMT 3 YEARS OR DISCRETIONARY FINE,1095,0,OR,45000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
584,05-21-0030(B),"MUNICIPAL / PUBLIC OFFICIALS, MUNICIPAL OFFICERS PROHIBIT. FROM CONTRACTING WITH MUNICIPALITY",M,A,Active,NMT 3 YEARS OR DISCRETIONARY FINE,1095,0,OR,45000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
585,05-21-0040,MUNICIPAL / PUBLIC OFFICIALS REQUIRED TO ACCOUNT TO MUNICIPALITY FOR INTEREST COLLECTED ON DEPOSITS,M,A,Active,NMT 3 YEARS OR DISCRETIONARY FINE,1095,0,OR,45000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
589,7500,VOTING / TAMPERING WITH VOTING MACHINE,M,A,Active,NMT 3 YEARS,1095,0,NONE,0,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
591,08-11-0030(B),"PUBLIC / PUBLIC OFFICIAL, PAYMENT OR RECEIPT OF SALARY NOT DUE TO STATE OFFICIAL OR EMPLOYEES",M,A,Active,"NMT 3 YEARS &/OR NMT $5,000",1095,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
592,09-01-1160,"RETIREMENT / EMPLOYERS FAILING TO MAKE PAYMENTS, REPORTS AND REMITTANCES, SC RET. SYSTEM",M,A,Active,NMT 3 YEARS &/OR DISCRETIONARY FINE,1095,0,AND/OR,45000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
593,10-11-0330,"CAPITOL / UNAUTHORIZED ENTRY OR DEMONSTRATION ON CAPITOL GROUNDS OR BUILDINGS, OTHER OFFENSES ON CAPITOL GROUNDS",M,A,Active,"NMT 3 YEARS &/OR NMT $5,000",1095,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
594,11-01-0020,OFFICIAL / FAILURE TO ACCOUNT FOR INTEREST ON DEPOSIT OF PUBLIC FUNDS,M,A,Active,NMT 3 YEARS OR DISCRETIONARY FINE,1095,0,OR,45000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
595,11-01-0040(A),"OFFICIAL / CONTRACTS IN EXCESS OF TAX OR APPROPRIATION, DIVERTING PUBLIC FUNDS",M,A,Active,"NMT 3 YEARS &/OR $500 - $5,000",1095,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
596,11-09-0020(A),OFFICIAL / DISBURSING OFFICERS EXCEEDING OR TRANSFERRING APPROPRIATIONS,M,A,Active,NMT 3 YEARS OR DISCRETIONARY FINE,1095,0,OR,45000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
598,12-02-0070,"OFFICIAL / NEGLECT OR MISCONDUCT OF COUNTY AUDITOR, TREASURER, MEMBER OF COUNTY BOARD OF TAX APPEALS",M,A,Active,"NMT 3 YEARS &/OR NMT $5,000",1095,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
600,02-11-0090,"LEGISLATIVE / LEGISLATIVE COUNCIL, STEALING OR DAMAGING PROPERTY",M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
601,61-06-4140(a),ALCOHOL / EMPLOYMENT OF PERSON UNDER 21 IN LIQUOR BUSINESS - 1ST OFFENSE,M,U,Active,30 DAYS OR $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
602,61-04-0060,ALCOHOL / SUPPLYING FALSE INFORMATION AS TO AGE IN ORDER TO PURCHASE BEER OR WINE,M,U,Active,NMT 30 DAYS &/OR $100-200,30,0,AND/OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
604,61-04-0080,"ALCOHOL / PURCHASE OF BEER OR WINE FOR PERSON UNDER 21, 1ST OFFENSE",M,U,Active,NMT 30 DAYS &/OR $200 - $300,30,0,AND/OR,300,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
607,61-06-4020,ALCOHOL / TRANSPORT ALCOHOL IN MOTOR VEHICLE WITH SEAL BROKEN,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
608,61-04-0020,"ALCOHOL / SALE OF BEER, ALE, PORTER OR WINE WITHOUT PAYMENT OF TAX",M,U,Active,10 DAYS - 30 DAYS OR $25 - $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
609,61-06-4050(a),ALCOHOL / UNLAWFUL PURCHASE OR PROCUREMENT OF ALCOHOLIC LIQUOR - 1ST OFFENSE,M,U,Active,30 DAYS OR $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
613,16-11-0570,"BUILDINGS / TENANTS, INJURY OR DESTRUCTION OF BUILDING OR CROPS BY TENANT",M,A,Active,NMT 3 YEARS &/OR DISCRETIONARY FINE,1095,0,AND/OR,45000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
615,16-23-0430,WEAPONS / CARRYING WEAPONS ON SCHOOL PROPERTY,F,F,Active,"NMT 5 YEARS &/OR NMT $1,000",1825,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
622,16-17-0530,DISORDERLY / PUBLIC DISORDERLY CONDUCT,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
624,56-01-0460(A)(1)(a),"DUS / DRIVING UNDER SUSPENSION, LICENSE NOT SUSPENDED FOR DUI - 1ST OFFENSE",M,U,Active,NMT 30 DAYS &/OR $300,30,0,AND/OR,300,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
626,16-03-1010,DOORS / FAILURE TO REMOVE DOORS FROM AIRTIGHT CONTAINERS,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
631,16-17-0220,"FLAG / DESECRATION OR MUTILATION OF US, CONFEDERATE OR STATE FLAG",M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
632,44-53-1110,"DRUGS / GLUE SNIFFING, AROMATIC HYDROCARBONS UNLAWFUL",M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,OTHER,DRUG-OTHER,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
633,16-11-0680,PROPERTY / ALTERING OR REMOVING LANDMARKS,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
635,16-11-0700(F)(1),LITTERING / LITTERING EXCEEDING 500 LBS.,M,C,Active,"NMT 1 YEAR &/OR $500-1,000",365,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
639,16-17-0450(1),TELEPHONE / PARTY LINE EMERGENCY,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
640,16-15-0090,SEX / PROSTITUTION - 1ST OFFENSE,M,U,Active,NMT 30 DAYS OR NMT $200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
641,16-05-0130(2),"RIOT / INSTIGATING, AIDING, OR PARTICIPATING IN RIOT, DEFENDANT DIRECT OTHERS TO VIOLENCE",M,B,Active,NMT 2 YEARS &/OR NMT $500,730,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
643,16-17-0710,"SCALPING / SCALPING, SELLING TICKETS FOR MORE THAN PRESCRIBED AMOUNT",M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
645,16-21-0100,VEHICLE / FALSE REPORT OF STOLEN VEHICLE,M,U,Active,NMT 30 DAYS &/OR NMT $100,30,0,AND/OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
652,16-11-0610,TRESPASSING / ENTRY ON ANOTHER'S LAND FOR VARIOUS PURPOSES WITHOUT PERMISSION - 1ST OFFENSE,M,EX,Active,NMT 30 DAYS OR NMT $200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
653,16-11-0610,TRESPASSING / ENTRY ON ANOTHER'S LAND FOR VARIOUS PURPOSES WITHOUT PERMISSION - 2ND OFFENSE,M,O,Active,NMT 30 DAYS OR $100-200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
655,16-21-0090,VEHICLE / DAMAGING OR TAMPERING WITH A VEHICLE,M,U,Active,NMT 30 DAYS &/OR NMT $100,30,0,AND/OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
657,56-05-2920,TRAFFIC / RECKLESS DRIVING,M,U,Active,NMT 30 DAYS OR $25-200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
659,44-53-0370(d)(4),DRUGS / POSS. OF 28G (1 OZ) OR LESS OF MARIJUANA OR 10G OR LESS OF HASH - 1ST OFFENSE,M,U,Active,NMT 30 DAYS OR $100-200,30,0,OR,200,0,FALSE,FALSE,MJ,DRUGS-POSS,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
660,61-04-0110,ALCOHOL / OPEN CONTAINER OF BEER OR WINE IN MOTOR VEHICLE,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
661,01-07-0400,SOLICITOR / CIRCUIT SOLICITORS DISABLED BY INTOXICATION,M,C,Active,"NMT 1 YEAR & $100 - $1,000",365,0,AND,1000,100,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
662,02-15-0120,"RECORDS / CONFIDENTIALITY OF RECORDS VIOLATION, LEGISLATIVE AUDIT COUNCIL",M,C,Active,"NMT 1 YEAR OR NLT $1,000",365,0,OR,3000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
663,02-17-0130(A),LOBBYIST / WILFULL VIOLATION OF CHAPTER BY LOBBYIST OR LOBBYIST'S PRINCIPAL,M,C,Active,"NMT 1 YEAR &/OR NMT $2,500",365,0,AND/OR,2500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
664,02-17-0130(B),LOBBYIST / WILFULL VIOLATION OF CHAPTER BY ANY PUBLIC OFFICIAL,M,C,Active,"NMT 1 YEAR &/OR NMT $2,500",365,0,AND/OR,2500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
665,02-17-0140,LOBBYIST / PENALTIES FOR FILING GROUNDLESS COMPLAINT,M,C,Active,NMT 1 YEAR &/OR NMT $1000,365,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
666,07-25-0200(A),"VOTING / INDUCEMENT TO FILE FOR, OR WITHDRAW FROM, CANDIDACY FOR ELECTION",M,C,Active,"NMT 1 YEAR OR NMT $10,000",365,0,OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
667,08-01-0030,"PUBLIC / PUBLIC OFFICIAL, ALLOW FALSE CLAIMS BY WITNESS OR JURORS OF MILEAGE TRAVELED",M,C,Active,NMT 1 YEAR &/OR DISCRETIONARY FINE,365,0,AND/OR,15000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
668,08-09-0010,"PUBLIC / PUBLIC OFFICIAL, DELIVERY BY OFFICER OF BOOKS AND PAPERS TO SUCCESSOR",M,C,Active,NMT 1 YEAR &/OR DISCRETIONARY FINE,365,0,AND/OR,15000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
669,08-09-0030,"PUBLIC / PUBLIC OFFICIAL, FAILURE TO DELIVER MONIES ON HAND TO SUCCESSOR",M,C,Active,"NMT 1 YEAR & $1,000",365,0,AND,1000,1000,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
670,34-11-0060,"CHECKS / FRAUDULENT CHECK, OR STOP PAYMENT, $500 OR LESS - 1ST OFFENSE",M,U,Active,NMT 30 DAYS OR $50 - $200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
671,34-11-0060,"CHECKS / FRAUDULENT CHECK, OR STOP PAYMENT, $500 OR LESS - 2ND OR SUB OFFENSE",M,U,Active,30 DAYS OR $200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
672,08-13-0540(1),ETHICS / WILFULL FILING OF GROUNDLESS COMPLAINT WITH SENATE OR HOUSE ETHICS COMMITTEE,M,C,Active,"NMT 1 YEAR OR NMT $1,000",365,0,OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
673,08-13-0310,"ETHICS / VIOLATION OF ETHICS, GOVERNMENT ACCOUNTABILITY AND CAMPAIGN REFORM CHAPTER 13, TILE 8, PUBLIC OFFICERS AND EMPLOYEES",M,C,Active,"NMT 1 YEAR &/OR NMT $5,000",365,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
674,09-01-0040,"RETIREMENT / FRAUD, PENALTIES FOR MAKING FALSE STATEMENT OR RECORD, SC RETIREMENT SYSTEM",M,C,Active,NMT 1 YEAR &/OR NMT $500,365,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
675,09-08-0220,"RETIREMENT / PENALTY FOR FALSE STATEMENTS OR FALSIFICATION OF RECORDS, JUDGES, SOLICITORS RETIREMENT SYSTEM",M,C,Active,NMT 1 YEAR &/OR NMT $500,365,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
676,09-09-0210,"RETIREMENT / FRAUD, FALSIFICATION OF RECORDS, GENERAL ASSEMBLY RETIREMENT SYSTEM",M,C,Active,NMT 1 YEAR &/OR NMT $500,365,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
677,09-11-0320,"RETIREMENT / FRAUD, FALSIFICATION OF RECORDS, POLICE OFFICERS' RETIREMENT SYSTEM",M,C,Active,NMT 1 YEAR &/OR NMT $500,365,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
678,10-09-0260,"MINING / INTERFERING WITH STATE, BOARD OR LICENSEES, MINING PHOSPHATE WITHOUT LICENSE",M,C,Active,NMT 1 YEAR &/OR $100 - $500,365,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
679,11-15-0090,OFFICIAL / FAILURE TO MAKE PAYMENT OR REMIT FUNDS FOR PAYMENT OF OBLIGATIONS,M,C,Active,NMT 1 YEAR &/OR $200 - $500,365,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
680,11-15-0290,OFFICIAL / FAILURE TO MAKE INVESTMENTS IN ACCORDANCE WITH SINKING FUNDS ARTICLE,M,C,Active,"NMT 1 YEAR &/OR $100 - $1,000",365,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
688,12-21-2540(A),TICKETS / USE OF ALTERED OR COUNTERFEIT TICKETS OR REUSE OF TICKETS,M,B,Active,NMT 2 YEARS &/OR NMT $1000,730,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
690,12-21-2714(A),COIN / USE OF SLUG TO OPERATE MACHINE REQUIRING COIN FOR OPERATION,M,B,Active,NMT 2 YEARS OR DISCRETIONARY FINE,730,0,OR,30000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
691,340032,"COIN / RECORD REQUIRED OF GROSS RECEIPTS, RECORD SUBJECT TO INSPECTION, VIOLATIONS",M,C,Active,NMT 1 YEAR &/OR $50 - $200,365,0,AND/OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
692,12-21-3070(A),"COIN / IMPROPER USE OF STAMPS, ALTERATION OR REUSE OR FAILURE TO PAY TAX",M,B,Active,"NMT 2 YEARS &/OR NMT $5,000",730,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
694,29-07-0020(1),"FRAUD / FAIL TO PAY LABORERS OR OTHERS, VALUE $100 OR LESS",M,U,Active,NMT 30 DAYS &/OR NMT $100,30,0,AND/OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
701,56-01-0020,TRAFFIC / DRIVING WITHOUT A LICENSE - 1ST OFFENSE,M,U,Active,30 DAYS OR $50 - $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
702,12-54-0240(A),"TAX / DISCLOSURE OF RECORDS BY EMPLOYEES, TAX COMMISSION",M,C,Active,"NMT 1 YEAR & NMT $1,000",365,0,AND,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
703,13-07-0010,NUCLEAR / VIOLATION OF PROVISIONS CONCERNING NUCLEAR ENERGY ARTICLE,M,C,Active,NMT 1 YEAR &/OR $100 - $500,365,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
704,14-07-0380,COURTS / JURY COMMISSIONERS GUILTY OF FRAUD,M,B,Active,NMT 2 YEARS OR NMT $500,730,0,OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
705,14-07-1720(A)(B),COURTS / PENALTY FOR DISCLOSING STATE GRAND JURY INFORMATION,M,C,Active,"NMT 1 YEAR &/OR NMT $5,000",365,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
706,14-17-0580,"COURTS / CLERK OF COURT FAILS TO TRANSFER BOOKS UPON RETIRING, IS RESPONSIBLE FOR BOOKS, OTHER PROPERTY",M,C,Active,"NMT 1 YEAR & $1,000",365,0,AND,1000,1000,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
708,16-03-0420,"FIGHT / CARRYING OR DELIVERING CHALLENGE, SERVING AS SECOND IN DUEL",M,B,Active,NMT 2 YEARS & $500 - $1000,730,0,AND,1000,500,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
709,16-03-0510,HAZING / HAZING,M,C,Active,NMT 1 YEAR &/OR NMT $500,365,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
710,16-03-0530,"HAZING / ASSISTING IN, OR FAILING TO REPORT, HAZING",M,C,Active,NMT 1 YEAR &/OR NMT $500,365,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
711,16-05-0130(3),"RIOT / INSTIGATING, AIDING, OR PARTICIPATING IN RIOT, ANY OTHER SITUATION",M,B,Active,NMT 2 YEARS &/OR NMT $250,730,0,AND/OR,250,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
712,16-03-0730,VICTIM / PUBLISHING NAME OF VICTIM OF CRIMINAL SEXUAL CONDUCT UNLAWFUL,M,A,Active,"NMT 3 YEARS OR NLT $1,000",1095,0,OR,3000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
715,16-03-1340,"VICTIM / VICTIMS COMPENSATION FUND, SOLICIT EMPLOYMENT TO PURSUE CLAIM OR AWARD",M,C,Active,NMT 1 YEAR &/OR NMT $500,365,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
716,16-05-0040,"CIVIL / CIVIL RIGHTS, DUTY OF OFFICERS TO EXECUTE WARRANTS",M,A,Active,NMT 3 YEARS OR $500,1095,0,OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
717,16-11-0030(B),KEYS / POSSESSION OF MASTER KEYS AND NONOWNER KEY SETS,M,A,Active,NMT 3 YEARS,1095,0,NONE,0,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
